prefecture,ranking,city,land_price,ping_unit_price,change
熊本県,26位,小国町,1万4075円/m2,4万6528円/坪,-1.23％
熊本県,27位,阿蘇市,1万2054円/m2,3万9849円/坪,-1.72％
熊本県,28位,山都町,1万1081円/m2,3万6632円/坪,-3.43％
熊本県,29位,津奈木町,1万0480円/m2,3万4644円/坪,-0.38％
熊本県,30位,南小国町,1万0366円/m2,3万4269円/坪,-0.96％
熊本県,31位,高森町,1万0050円/m2,3万3223円/坪,-2.19％
熊本県,32位,南関町,9220円/m2,3万0479円/坪,-1.71％
岐阜県,35位,富加町,2万1940円/m2,7万2528円/坪,-1.35％
岐阜県,36位,輪之内町,2万0525円/m2,6万7851円/坪,-1.08％
岐阜県,37位,揖斐川町,1万9678円/m2,6万5054円/坪,-2.69％
岐阜県,38位,八百津町,1万9166円/m2,6万3360円/坪,-1.88％
岐阜県,39位,白川町,1万3055円/m2,4万3157円/坪,-3.33％
岐阜県,40位,七宗町,1万0375円/m2,3万4297円/坪,-1.38％
熊本県,33位,湯前町,9033円/m2,2万9862円/坪,-1.81％
熊本県,34位,錦町,8240円/m2,2万7239円/坪,-1.20％
熊本県,35位,多良木町,7620円/m2,2万5190円/坪,-1.80％
熊本県,36位,あさぎり町,7462円/m2,2万4669円/坪,-0.33％
熊本県,37位,南阿蘇村,6898円/m2,2万2805円/坪,-3.85％
熊本県,38位,和水町,6791円/m2,2万2451円/坪,-1.81％
岐阜県,41位,白川村,5830円/m2,1万9272円/坪,-0.51％
岐阜県,42位,東白川村,3900円/m2,1万2892円/坪,-1.27％
熊本県,39位,美里町,6510円/m2,2万1520円/坪,-11.43％
熊本県,40位,球磨村,6000円/m2,1万9834円/坪,-4.76％
熊本県,41位,相良村,5700円/m2,1万8842円/坪,-1.72％
熊本県,42位,山江村,5666円/m2,1万8732円/坪,-1.16％
熊本県,43位,水上村,4600円/m2,1万5206円/坪,-1.08％
熊本県,44位,五木村,4533円/m2,1万4986円/坪,-4.23％
熊本県,45位,産山村,3525円/m2,1万1652円/坪,+2.17％
石川県,1位,金沢市,10万6067円/m2,35万0636円/坪,+5.66％
石川県,2位,野々市市,6万9770円/m2,23万0647円/坪,+0.63％
石川県,3位,内灘町,4万0245円/m2,13万3042円/坪,-1.82％
石川県,4位,白山市,3万8651円/m2,12万7772円/坪,-0.92％
石川県,5位,津幡町,3万4877円/m2,11万5298円/坪,-1.04％
石川県,6位,輪島市,3万4115円/m2,11万2778円/坪,-3.23％
石川県,7位,小松市,3万2838円/m2,10万8557円/坪,-1.55％
石川県,8位,加賀市,2万9957円/m2,9万9031円/坪,-0.35％
石川県,9位,能美市,2万5911円/m2,8万5657円/坪,-1.40％
石川県,10位,羽咋市,2万4920円/m2,8万2380円/坪,-2.77％
愛媛県,1位,松山市,12万1608円/m2,40万2013円/坪,-0.73％
石川県,11位,七尾市,2万4565円/m2,8万1206円/坪,-2.77％
石川県,12位,かほく市,2万3729円/m2,7万8444円/坪,-1.15％
石川県,13位,川北町,2万2950円/m2,7万5867円/坪,-1.59％
石川県,14位,穴水町,2万1414円/m2,7万0791円/坪,-4.28％
石川県,15位,能登町,1万5442円/m2,5万1048円/坪,-4.40％
石川県,16位,珠洲市,1万4955円/m2,4万9439円/坪,-5.48％
石川県,17位,志賀町,1万3753円/m2,4万5467円/坪,-3.90％
石川県,18位,宝達志水町,1万2028円/m2,3万9763円/坪,-3.88％
石川県,19位,中能登町,1万0477円/m2,3万4637円/坪,-5.18％
愛媛県,2位,松前町,6万4020円/m2,21万1636円/坪,+4.19％
愛媛県,3位,八幡浜市,5万5278円/m2,18万2740円/坪,-5.81％
愛媛県,4位,東温市,5万0941円/m2,16万8400円/坪,-3.21％
愛媛県,5位,新居浜市,4万4016円/m2,14万5508円/坪,-1.89％
愛媛県,6位,砥部町,4万3925円/m2,14万5206円/坪,-2.41％
愛媛県,7位,宇和島市,4万3685円/m2,14万4415円/坪,-3.61％
愛媛県,8位,四国中央市,4万2422円/m2,14万0240円/坪,-0.45％
愛媛県,9位,伊予市,4万0409円/m2,13万3585円/坪,-3.49％
愛媛県,10位,大洲市,4万0186円/m2,13万2847円/坪,-4.17％
愛媛県,11位,西条市,3万8349円/m2,12万6773円/坪,-1.58％
愛媛県,12位,今治市,3万6897円/m2,12万1975円/坪,-2.15％
愛媛県,13位,内子町,2万9981円/m2,9万9113円/坪,-3.54％
愛媛県,14位,西予市,2万4130円/m2,7万9770円/坪,-2.91％
奈良県,1位,奈良市,12万5757円/m2,41万5726円/坪,-1.46％
愛媛県,15位,伊方町,2万2491円/m2,7万4352円/坪,-4.15％
愛媛県,16位,愛南町,2万0026円/m2,6万6201円/坪,-4.46％
愛媛県,17位,鬼北町,1万7298円/m2,5万7183円/坪,-3.82％
愛媛県,18位,上島町,1万4711円/m2,4万8631円/坪,-2.86％
沖縄県,1位,那覇市,17万7222円/m2,58万5859円/坪,+4.72％
奈良県,2位,橿原市,10万0680円/m2,33万2826円/坪,-0.38％
奈良県,3位,生駒市,9万7662円/m2,32万2850円/坪,+0.49％
奈良県,4位,香芝市,8万4781円/m2,28万0268円/坪,-0.42％
奈良県,5位,大和郡山市,8万3991円/m2,27万7656円/坪,-0.14％
奈良県,6位,王寺町,8万2318円/m2,27万2128円/坪,-0.39％
奈良県,7位,大和高田市,8万0270円/m2,26万5358円/坪,-1.29％
奈良県,8位,斑鳩町,7万9161円/m2,26万1691円/坪,-4.08％
愛媛県,19位,松野町,1万3800円/m2,4万5619円/坪,-3.66％
愛媛県,20位,久万高原町,1万1865円/m2,3万9223円/坪,-4.34％
沖縄県,2位,浦添市,10万9811円/m2,36万3014円/坪,+2.68％
沖縄県,3位,北谷町,8万8930円/m2,29万3983円/坪,+3.27％
沖縄県,4位,宜野湾市,8万1818円/m2,27万0475円/坪,+1.00％
沖縄県,5位,南風原町,7万9130円/m2,26万1589円/坪,+2.69％
沖縄県,6位,豊見城市,7万4229円/m2,24万5386円/坪,+3.29％
奈良県,9位,河合町,7万3216円/m2,24万2038円/坪,-1.07％
奈良県,10位,田原本町,6万8833円/m2,22万7548円/坪,+0.59％
奈良県,11位,天理市,6万7234円/m2,22万2262円/坪,-0.75％
奈良県,12位,広陵町,6万1193円/m2,20万2291円/坪,+1.09％
奈良県,13位,上牧町,6万0433円/m2,19万9779円/坪,-1.37％
奈良県,14位,葛城市,5万8941円/m2,19万4848円/坪,-0.81％
奈良県,15位,三郷町,5万8888円/m2,19万4674円/坪,-2.89％
沖縄県,7位,嘉手納町,7万0714円/m2,23万3766円/坪,+0.55％
沖縄県,8位,西原町,6万4666円/m2,21万3774円/坪,+2.67％
沖縄県,9位,沖縄市,6万2639円/m2,20万7072円/坪,+2.72％
沖縄県,10位,与那原町,5万7350円/m2,18万9586円/坪,+0.90％
沖縄県,11位,糸満市,5万2887円/m2,17万4834円/坪,+7.80％
奈良県,16位,桜井市,5万8771円/m2,19万4285円/坪,-2.17％
奈良県,17位,川西町,5万1600円/m2,17万0578円/坪,-0.44％
奈良県,18位,平群町,4万7238円/m2,15万6160円/坪,-1.35％
奈良県,19位,安堵町,4万6866円/m2,15万4931円/坪,+2.69％
奈良県,20位,三宅町,4万6200円/m2,15万2727円/坪,-0.74％
奈良県,21位,明日香村,4万5457円/m2,15万0271円/坪,-0.84％
奈良県,22位,御所市,4万3187円/m2,14万2768円/坪,-1.50％
奈良県,23位,大淀町,3万1054円/m2,10万2659円/坪,-2.37％
奈良県,24位,五條市,2万7666円/m2,9万1460円/坪,-2.31％
奈良県,25位,高取町,2万7514円/m2,9万0956円/坪,-1.63％
宮城県,1位,仙台市,16万4590円/m2,54万4100円/坪,+4.69％
沖縄県,12位,北中城村,5万0628円/m2,16万7367円/坪,+3.66％
沖縄県,13位,石垣市,4万9900円/m2,16万4958円/坪,+2.13％
沖縄県,14位,読谷村,4万9300円/m2,16万2975円/坪,+2.34％
沖縄県,15位,中城村,4万7975円/m2,15万8595円/坪,+1.48％
沖縄県,16位,八重瀬町,4万6300円/m2,15万3057円/坪,+3.89％
沖縄県,17位,名護市,4万1237円/m2,13万6320円/坪,+0.05％
奈良県,26位,宇陀市,2万7040円/m2,8万9391円/坪,-0.55％
奈良県,27位,下市町,2万4277円/m2,8万0257円/坪,-0.96％
奈良県,28位,吉野町,2万0978円/m2,6万9349円/坪,+8.01％
奈良県,29位,東吉野村,1万0293円/m2,3万4027円/坪,-1.97％
奈良県,30位,川上村,1万0260円/m2,3万3917円/坪,-1.63％
奈良県,31位,十津川村,1万0166円/m2,3万3608円/坪,-13.11％
奈良県,32位,天川村,9966円/m2,3万2947円/坪,-26.72％
奈良県,33位,山添村,8456円/m2,2万7955円/坪,-0.20％
奈良県,34位,曽爾村,7520円/m2,2万4859円/坪,+32.63％
静岡県,1位,静岡市,15万6835円/m2,51万8464円/坪,-0.47％
宮城県,1位,仙台市青葉区,30万6749円/m2,101万4047円/坪,+6.53％
宮城県,1位,仙台市宮城野区,10万7254円/m2,35万4559円/坪,+8.46％
宮城県,1位,仙台市若林区,10万7253円/m2,35万4558円/坪,+4.56％
宮城県,1位,仙台市太白区,8万0397円/m2,26万5776円/坪,+2.34％
宮城県,1位,仙台市泉区,7万5652円/m2,25万0090円/坪,+2.42％
沖縄県,18位,うるま市,3万9592円/m2,13万0885円/坪,+3.84％
沖縄県,19位,南城市,3万3378円/m2,11万0342円/坪,+0.93％
沖縄県,20位,恩納村,3万1300円/m2,10万3471円/坪,+2.62％
沖縄県,21位,本部町,2万3437円/m2,7万7479円/坪,-0.21％
沖縄県,22位,宮古島市,2万2452円/m2,7万4222円/坪,+0.04％
沖縄県,23位,金武町,2万2360円/m2,7万3917円/坪,+0.00％
沖縄県,24位,今帰仁村,1万6166円/m2,5万3443円/坪,-0.41％
奈良県,35位,黒滝村,7426円/m2,2万4550円/坪,-1.89％
奈良県,36位,上北山村,6510円/m2,2万1520円/坪,+7.25％
奈良県,37位,御杖村,5540円/m2,1万8314円/坪,+0.45％
奈良県,38位,下北山村,4773円/m2,1万5779円/坪,-1.99％
奈良県,39位,野迫川村,3903円/m2,1万2903円/坪,-1.51％
静岡県,1位,静岡市葵区,22万8621円/m2,75万5772円/坪,+0.19％
静岡県,1位,静岡市駿河区,13万9375円/m2,46万0745円/坪,-0.01％
静岡県,1位,静岡市清水区,9万3963円/m2,31万0622円/坪,-1.04％
静岡県,2位,三島市,12万6334円/m2,41万7634円/坪,-1.72％
静岡県,3位,長泉町,11万4072円/m2,37万7099円/坪,+0.56％
静岡県,4位,清水町,11万3237円/m2,37万4338円/坪,-0.18％
静岡県,5位,沼津市,10万8263円/m2,35万7894円/坪,-2.77％
福岡県,1位,福岡市,27万8035円/m2,91万9125円/坪,+5.73％
宮城県,2位,多賀城市,5万3850円/m2,17万8016円/坪,+1.10％
宮城県,3位,名取市,4万9500円/m2,16万3636円/坪,+0.72％
宮城県,4位,利府町,4万4920円/m2,14万8495円/坪,+2.36％
宮城県,5位,七ヶ浜町,3万7720円/m2,12万4694円/坪,+0.53％
宮城県,6位,塩竈市,3万7661円/m2,12万4500円/坪,+0.25％
宮城県,7位,富谷市,3万7605円/m2,12万4314円/坪,+7.19％
沖縄県,25位,宜野座村,1万4750円/m2,4万8760円/坪,+0.00％
沖縄県,26位,久米島町,1万3956円/m2,4万6135円/坪,-1.97％
沖縄県,27位,座間味村,1万2450円/m2,4万1157円/坪,+0.00％
沖縄県,28位,国頭村,1万1997円/m2,3万9661円/坪,-0.42％
沖縄県,29位,渡嘉敷村,1万1650円/m2,3万8512円/坪,+0.00％
沖縄県,30位,伊江村,1万0826円/m2,3万5790円/坪,-3.59％
沖縄県,31位,大宜味村,1万0793円/m2,3万5680円/坪,+0.00％
静岡県,6位,浜松市,8万4039円/m2,27万7815円/坪,-0.27％
静岡県,6位,浜松市中区,12万5131円/m2,41万3658円/坪,-0.27％
静岡県,6位,浜松市東区,7万4480円/m2,24万6217円/坪,-0.91％
静岡県,6位,浜松市浜北区,6万2805円/m2,20万7621円/坪,+0.00％
静岡県,6位,浜松市南区,6万2408円/m2,20万6307円/坪,-1.23％
静岡県,6位,浜松市西区,5万6635円/m2,18万7224円/坪,-0.96％
静岡県,6位,浜松市北区,4万2564円/m2,14万0707円/坪,-0.96％
静岡県,6位,浜松市天竜区,2万2616円/m2,7万4763円/坪,+4.00％
静岡県,7位,函南町,7万9466円/m2,26万2699円/坪,-0.03％
静岡県,8位,伊豆の国市,7万7341円/m2,25万5674円/坪,-2.48％
福岡県,1位,福岡市中央区,79万3545円/m2,262万3290円/坪,+7.03％
福岡県,1位,福岡市博多区,48万1000円/m2,159万0082円/坪,+8.39％
福岡県,1位,福岡市早良区,17万5324円/m2,57万9584円/坪,+3.23％
福岡県,1位,福岡市南区,15万5963円/m2,51万5580円/坪,+3.47％
福岡県,1位,福岡市城南区,13万4105円/m2,44万3324円/坪,+2.38％
福岡県,1位,福岡市西区,9万5340円/m2,31万5176円/坪,+1.80％
福岡県,1位,福岡市東区,8万8754円/m2,29万3404円/坪,+5.38％
宮城県,8位,岩沼市,3万5685円/m2,11万7966円/坪,+0.64％
宮城県,9位,石巻市,3万1907円/m2,10万5480円/坪,+2.55％
宮城県,10位,大河原町,2万9937円/m2,9万8966円/坪,+4.36％
宮城県,11位,柴田町,2万9683円/m2,9万8126円/坪,+0.74％
宮城県,12位,大和町,2万7876円/m2,9万2155円/坪,+5.96％
宮城県,13位,東松島市,2万7538円/m2,9万1037円/坪,+0.34％
沖縄県,32位,与那国町,7875円/m2,2万6033円/坪,+0.77％
沖縄県,33位,多良間村,6515円/m2,2万1537円/坪,-1.44％
沖縄県,34位,竹富町,6157円/m2,2万0355円/坪,+0.86％
沖縄県,35位,南大東村,5300円/m2,1万7520円/坪,％
沖縄県,36位,東村,4056円/m2,1万3410円/坪,+0.00％
沖縄県,37位,伊是名村,3210円/m2,1万0611円/坪,+0.00％
沖縄県,38位,伊平屋村,2445円/m2,8082円/坪,+0.00％
沖縄県,39位,粟国村,2060円/m2,6809円/坪,-0.96％
沖縄県,40位,北大東村,1530円/m2,5057円/坪,+0.00％
静岡県,9位,熱海市,7万6031円/m2,25万1342円/坪,-0.25％
静岡県,10位,裾野市,7万5843円/m2,25万0722円/坪,-0.16％
静岡県,11位,御殿場市,7万3107円/m2,24万1677円/坪,-0.38％
静岡県,12位,伊東市,6万8456円/m2,22万6301円/坪,-0.95％
静岡県,13位,富士市,6万8150円/m2,22万5292円/坪,-0.54％
静岡県,14位,藤枝市,6万6787円/m2,22万0784円/坪,-1.86％
福岡県,2位,春日市,10万1910円/m2,33万6894円/坪,+1.17％
福岡県,3位,大野城市,8万8514円/m2,29万2610円/坪,+3.06％
福岡県,4位,北九州市,7万7030円/m2,25万4644円/坪,-1.66％
福岡県,4位,北九州市小倉北区,13万8748円/m2,45万8673円/坪,-1.75％
福岡県,4位,北九州市戸畑区,8万3755円/m2,27万6877円/坪,+0.38％
福岡県,4位,北九州市門司区,6万6963円/m2,22万1366円/坪,-0.70％
宮城県,14位,亘理町,2万7466円/m2,9万0798円/坪,-1.75％
宮城県,15位,気仙沼市,2万7445円/m2,9万0728円/坪,+0.58％
宮城県,16位,松島町,2万6491円/m2,8万7575円/坪,-0.87％
宮城県,17位,大崎市,2万2120円/m2,7万3125円/坪,-0.26％
宮城県,18位,白石市,2万0372円/m2,6万7347円/坪,-2.23％
宮城県,19位,角田市,1万9060円/m2,6万3008円/坪,-1.29％
宮城県,20位,女川町,1万8568円/m2,6万1384円/坪,-8.91％
宮城県,21位,美里町,1万6237円/m2,5万3677円/坪,-1.37％
宮城県,22位,大衡村,1万5780円/m2,5万2165円/坪,-0.75％
沖縄県,41位,渡名喜村,1520円/m2,5024円/坪,-0.65％
静岡県,15位,下田市,6万3362円/m2,20万9462円/坪,-1.15％
静岡県,16位,島田市,5万9238円/m2,19万5829円/坪,-1.40％
静岡県,17位,湖西市,5万5014円/m2,18万1865円/坪,-3.91％
静岡県,18位,焼津市,5万4741円/m2,18万0962円/坪,-2.87％
静岡県,19位,掛川市,5万2613円/m2,17万3928円/坪,-4.81％
静岡県,20位,磐田市,5万0888円/m2,16万8227円/坪,-1.50％
福岡県,4位,北九州市八幡西区,6万4263円/m2,21万2442円/坪,-1.26％
福岡県,4位,北九州市小倉南区,5万9657円/m2,19万7214円/坪,-1.66％
福岡県,4位,北九州市八幡東区,5万7884円/m2,19万1353円/坪,-1.11％
福岡県,4位,北九州市若松区,4万7373円/m2,15万6606円/坪,-2.55％
福岡県,5位,太宰府市,6万7842円/m2,22万4273円/坪,-0.56％
福岡県,6位,筑紫野市,6万3189円/m2,20万8890円/坪,-1.46％
福岡県,7位,志免町,6万0214円/m2,19万9055円/坪,+0.00％
宮城県,23位,涌谷町,1万5656円/m2,5万1756円/坪,-0.52％
宮城県,24位,加美町,1万4756円/m2,4万8782円/坪,-1.98％
宮城県,25位,蔵王町,1万4665円/m2,4万8479円/坪,-2.21％
宮城県,26位,南三陸町,1万3825円/m2,4万5702円/坪,-0.11％
宮城県,27位,川崎町,1万3470円/m2,4万4528円/坪,-1.68％
宮城県,28位,登米市,1万3401円/m2,4万4301円/坪,+0.16％
宮城県,29位,丸森町,1万3233円/m2,4万3746円/坪,+2.43％
静岡県,21位,伊豆市,5万0511円/m2,16万6981円/坪,-2.69％
静岡県,22位,東伊豆町,4万8683円/m2,16万0936円/坪,-1.95％
静岡県,23位,袋井市,4万6642円/m2,15万4188円/坪,+0.58％
静岡県,24位,富士宮市,4万3935円/m2,14万5242円/坪,-1.82％
静岡県,25位,菊川市,3万9766円/m2,13万1460円/坪,-7.47％
静岡県,26位,河津町,3万9300円/m2,12万9917円/坪,-1.71％
静岡県,27位,吉田町,3万7850円/m2,12万5123円/坪,-1.82％
福岡県,8位,那珂川町,5万9685円/m2,19万7308円/坪,+1.00％
福岡県,9位,久留米市,5万7559円/m2,19万0279円/坪,+0.79％
福岡県,10位,粕屋町,5万7553円/m2,19万0258円/坪,-0.44％
福岡県,11位,新宮町,5万3658円/m2,17万7384円/坪,+5.71％
福岡県,12位,篠栗町,5万1876円/m2,17万1493円/坪,+0.31％
福岡県,13位,古賀市,5万0715円/m2,16万7655円/坪,+0.58％
宮城県,30位,栗原市,1万3098円/m2,4万3301円/坪,-0.03％
宮城県,31位,村田町,1万3037円/m2,4万3099円/坪,-1.70％
宮城県,32位,山元町,1万1633円/m2,3万8457円/坪,-1.41％
宮城県,33位,大郷町,9812円/m2,3万2438円/坪,-0.88％
宮城県,34位,色麻町,9316円/m2,3万0798円/坪,-1.58％
静岡県,28位,小山町,3万6335円/m2,12万0118円/坪,-1.26％
静岡県,29位,松崎町,3万5300円/m2,11万6694円/坪,-3.38％
静岡県,30位,牧之原市,3万3808円/m2,11万1763円/坪,-3.57％
静岡県,31位,西伊豆町,3万3220円/m2,10万9818円/坪,-3.15％
静岡県,32位,森町,3万2433円/m2,10万7217円/坪,-1.62％
静岡県,33位,南伊豆町,2万3700円/m2,7万8347円/坪,-1.99％
静岡県,34位,御前崎市,2万2044円/m2,7万2874円/坪,-1.78％
静岡県,35位,川根本町,1万4810円/m2,4万8958円/坪,-1.53％
福岡県,14位,宇美町,4万6400円/m2,15万3388円/坪,+5.75％
福岡県,15位,小郡市,4万4573円/m2,14万7349円/坪,-1.40％
福岡県,16位,須恵町,4万1344円/m2,13万6675円/坪,+2.91％
福岡県,17位,福津市,3万9222円/m2,12万9661円/坪,+0.51％
福岡県,18位,行橋市,3万6462円/m2,12万0537円/坪,+3.65％
福岡県,19位,糸島市,3万5598円/m2,11万7681円/坪,+0.28％
福岡県,20位,筑後市,3万5061円/m2,11万5905円/坪,-1.30％
宮城県,35位,七ヶ宿町,4495円/m2,1万4859円/坪,-19.88％
福岡県,21位,水巻町,3万3788円/m2,11万1698円/坪,-0.56％
福岡県,22位,遠賀町,3万3555円/m2,11万0927円/坪,-0.76％
福岡県,23位,久山町,3万3237円/m2,10万9876円/坪,-0.75％
福岡県,24位,苅田町,3万2763円/m2,10万8309円/坪,+1.96％
福岡県,25位,中間市,3万0935円/m2,10万2265円/坪,-1.36％
福岡県,26位,宗像市,2万8973円/m2,9万5780円/坪,-2.11％
福岡県,27位,柳川市,2万8183円/m2,9万3168円/坪,-2.08％
福岡県,28位,大牟田市,2万7793円/m2,9万1879円/坪,-2.90％
福岡県,29位,岡垣町,2万6825円/m2,8万8677円/坪,-0.56％
福岡県,30位,芦屋町,2万6166円/m2,8万6501円/坪,-0.60％
福岡県,31位,朝倉市,2万4883円/m2,8万2258円/坪,-1.28％
福岡県,32位,飯塚市,2万4564円/m2,8万1205円/坪,-2.40％
福岡県,33位,筑前町,2万4092円/m2,7万9643円/坪,-0.89％
福岡県,34位,大刀洗町,2万4066円/m2,7万9559円/坪,-1.41％
福岡県,35位,直方市,2万3253円/m2,7万6870円/坪,-0.96％
福岡県,36位,大川市,2万2891円/m2,7万5674円/坪,-3.17％
福岡県,37位,広川町,2万2675円/m2,7万4958円/坪,-6.96％
福岡県,38位,豊前市,2万2350円/m2,7万3887円/坪,-1.15％
福岡県,39位,田川市,2万2246円/m2,7万3540円/坪,-1.57％
福岡県,40位,大木町,2万0083円/m2,6万6391円/坪,-0.66％
福岡県,41位,吉富町,1万8625円/m2,6万1570円/坪,-0.60％
福岡県,42位,桂川町,1万8522円/m2,6万1230円/坪,-2.17％
福岡県,43位,うきは市,1万8422円/m2,6万0899円/坪,-1.89％
福岡県,44位,鞍手町,1万7811円/m2,5万8879円/坪,-0.62％
福岡県,45位,みやま市,1万7236円/m2,5万6981円/坪,-1.97％
福岡県,46位,香春町,1万6140円/m2,5万3355円/坪,-2.42％
福岡県,47位,築上町,1万5536円/m2,5万1359円/坪,-1.58％
福岡県,48位,八女市,1万5138円/m2,5万0045円/坪,-2.81％
福岡県,49位,宮若市,1万5104円/m2,4万9931円/坪,-1.29％
福岡県,50位,糸田町,1万3180円/m2,4万3570円/坪,-1.64％
福岡県,51位,みやこ町,1万3040円/m2,4万3107円/坪,-1.93％
福岡県,52位,川崎町,1万2328円/m2,4万0755円/坪,-1.09％
福岡県,53位,嘉麻市,1万2202円/m2,4万0338円/坪,-0.07％
福岡県,54位,添田町,1万1647円/m2,3万8502円/坪,-2.65％
福岡県,55位,小竹町,1万1061円/m2,3万6565円/坪,-1.39％
福岡県,56位,大任町,1万1040円/m2,3万6495円/坪,-1.78％
福岡県,57位,福智町,1万0600円/m2,3万5041円/坪,-2.68％
福岡県,58位,上毛町,8764円/m2,2万8972円/坪,-0.97％
福岡県,59位,東峰村,8100円/m2,2万6776円/坪,-1.72％
福岡県,60位,赤村,7012円/m2,2万3181円/坪,-2.43％
兵庫県,1位,芦屋市,32万1867円/m2,106万4025円/坪,+5.71％
兵庫県,2位,西宮市,25万6496円/m2,84万7923円/坪,+1.16％
兵庫県,3位,神戸市,21万1101円/m2,69万7857円/坪,-0.11％
兵庫県,3位,神戸市中央区,67万1596円/m2,222万0153円/坪,+7.77％
兵庫県,3位,神戸市東灘区,28万9310円/m2,95万6397円/坪,+0.85％
兵庫県,3位,神戸市灘区,26万5725円/m2,87万8429円/坪,-0.03％
兵庫県,3位,神戸市兵庫区,19万6906円/m2,65万0930円/坪,+0.40％
兵庫県,3位,神戸市須磨区,15万9853円/m2,52万8439円/坪,-4.05％
兵庫県,3位,神戸市長田区,14万8245円/m2,49万0069円/坪,-1.20％
千葉県,1位,浦安市,30万3205円/m2,100万2331円/坪,+0.02％
兵庫県,3位,神戸市垂水区,11万9798円/m2,39万6029円/坪,-1.25％
兵庫県,3位,神戸市西区,7万4988円/m2,24万7895円/坪,+1.02％
兵庫県,3位,神戸市北区,5万8861円/m2,19万4585円/坪,-4.88％
兵庫県,4位,尼崎市,20万8137円/m2,68万8058円/坪,+4.07％
千葉県,2位,市川市,26万2783円/m2,86万8704円/坪,-0.66％
千葉県,3位,船橋市,18万2768円/m2,60万4193円/坪,+1.89％
千葉県,4位,松戸市,17万3020円/m2,57万1968円/坪,-2.12％
千葉県,5位,習志野市,17万1576円/m2,56万7196円/坪,-0.54％
千葉県,6位,柏市,15万3273円/m2,50万6690円/坪,+0.88％
千葉県,7位,千葉市,13万9084円/m2,45万9783円/坪,-1.41％
千葉県,7位,千葉市中央区,18万1680円/m2,60万0595円/坪,-1.86％
千葉県,7位,千葉市美浜区,15万5734円/m2,51万4824円/坪,-2.64％
千葉県,7位,千葉市稲毛区,14万4232円/m2,47万6802円/坪,-1.08％
兵庫県,5位,伊丹市,17万0536円/m2,56万3756円/坪,+0.76％
兵庫県,6位,宝塚市,16万1539円/m2,53万4015円/坪,+0.48％
兵庫県,7位,明石市,11万3208円/m2,37万4242円/坪,+0.16％
兵庫県,8位,川西市,10万5050円/m2,34万7272円/坪,-1.49％
兵庫県,9位,姫路市,8万3432円/m2,27万5808円/坪,-1.39％
兵庫県,10位,加古川市,8万1033円/m2,26万7880円/坪,+2.51％
兵庫県,11位,播磨町,7万2530円/m2,23万9768円/坪,+0.28％
兵庫県,12位,三田市,6万7050円/m2,22万1652円/坪,-0.34％
愛知県,1位,名古屋市,33万5599円/m2,110万9421円/坪,+7.57％
千葉県,7位,千葉市花見川区,13万0433円/m2,43万1186円/坪,-2.33％
千葉県,7位,千葉市若葉区,8万4185円/m2,27万8299円/坪,-0.28％
千葉県,7位,千葉市緑区,6万8513円/m2,22万6490円/坪,+1.84％
千葉県,8位,流山市,12万7646円/m2,42万1972円/坪,+0.26％
千葉県,9位,八千代市,11万4931円/m2,37万9939円/坪,-2.12％
千葉県,10位,鎌ケ谷市,9万7709円/m2,32万3006円/坪,+0.58％
兵庫県,13位,洲本市,6万1053円/m2,20万1830円/坪,-2.55％
兵庫県,14位,高砂市,5万9305円/m2,19万6051円/坪,+2.01％
兵庫県,15位,太子町,5万8260円/m2,19万2595円/坪,-1.70％
兵庫県,16位,赤穂市,5万2706円/m2,17万4237円/坪,-1.41％
兵庫県,17位,福崎町,5万1320円/m2,16万9652円/坪,-2.36％
埼玉県,1位,蕨市,27万2363円/m2,90万0375円/坪,+0.57％
愛知県,1位,名古屋市中村区,126万1296円/m2,416万9576円/坪,+30.01％
愛知県,1位,名古屋市中区,98万6032円/m2,325万9612円/坪,+4.31％
愛知県,1位,名古屋市東区,43万2972円/m2,143万1313円/坪,-1.55％
愛知県,1位,名古屋市千種区,29万7553円/m2,98万3649円/坪,-0.60％
愛知県,1位,名古屋市昭和区,26万9484円/m2,89万0859円/坪,+2.45％
千葉県,11位,我孫子市,9万5744円/m2,31万6509円/坪,-4.34％
千葉県,12位,佐倉市,6万8962円/m2,22万7975円/坪,-0.91％
千葉県,13位,四街道市,6万4635円/m2,21万3671円/坪,-0.50％
千葉県,14位,白井市,6万3576円/m2,21万0170円/坪,-2.33％
兵庫県,18位,猪名川町,4万8863円/m2,16万1532円/坪,-1.92％
兵庫県,19位,稲美町,4万7928円/m2,15万8441円/坪,-0.77％
兵庫県,20位,相生市,4万5189円/m2,14万9386円/坪,-2.48％
兵庫県,21位,豊岡市,4万4141円/m2,14万5921円/坪,-2.26％
兵庫県,22位,たつの市,4万3988円/m2,14万5417円/坪,-1.17％
兵庫県,23位,小野市,4万0415円/m2,13万3604円/坪,+0.31％
兵庫県,24位,新温泉町,3万8911円/m2,12万8631円/坪,-7.66％
兵庫県,25位,淡路市,3万8293円/m2,12万6589円/坪,-3.45％
埼玉県,2位,和光市,25万7842円/m2,85万2370円/坪,+6.00％
埼玉県,3位,さいたま市,24万8256円/m2,82万0682円/坪,+2.58％
埼玉県,3位,さいたま市大宮区,53万7644円/m2,177万7336円/坪,+3.90％
埼玉県,3位,さいたま市浦和区,36万5630円/m2,120万8695円/坪,+0.48％
埼玉県,3位,さいたま市南区,24万9030円/m2,82万3240円/坪,+1.59％
